OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_02027
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_01642
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_00218
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_02562
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_01034
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_02198
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_01497
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_00359
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_01112
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_00360
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_00452
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_02569
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_01231
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_00949
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_02032
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_00062
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_00453
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_01235
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_02034
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_00133
OWASP;22;4;true;true;0;Jetty=false Tomcat=false Winstone=true ;null;OWASP_00624
