OWASP;22;false;false;;Not exploitable by design (OWASP);135
OWASP;22;true;true;Jetty=false Tomcat=false Winstone=true ;null;132
OWASP;22;true;false;Tomcat=false Winstone=false ;null;1
OWASP;78;false;false;;Not exploitable by design (OWASP);82
OWASP;78;false;false;;Not exploitable on linux. input is passed as argument to shell script, but not evaluated.;76
OWASP;78;true;true;Jetty=false Tomcat=false Winstone=true ;null;87
OWASP;78;true;true;Jetty=true Tomcat=false Winstone=true ;null;6
OWASP;79;false;false;;Not exploitable by design (OWASP);209
OWASP;79;true;true;Jetty=false Tomcat=false Winstone=true ;null;226
OWASP;79;true;true;Jetty=true Tomcat=false Winstone=true ;null;20
OWASP;89;false;false;;Exploit not verifiable for batchUpdate and executeBatch. no output is available. drop table can not be injected (java.sql.BatchUpdateException: unexpected token: DROP);62
OWASP;89;false;false;;Not exploitable by design (OWASP);199
OWASP;89;false;false;;org.springframework.dao.IncorrectResultSizeDataAccessException. program tries to assign 4 values to one var.;1
OWASP;89;false;false;;sql not exploitable;2
OWASP;89;false;false;;weak hash;1
OWASP;89;false;false;;weak randomness;1
OWASP;89;true;true;Jetty=false Tomcat=false Winstone=true ;null;221
OWASP;89;true;true;Jetty=true Tomcat=false Winstone=true ;null;18
OWASP;90;false;false;;Not exploitable by design (OWASP);32
OWASP;90;true;true;Jetty=false Tomcat=false Winstone=true ;null;27
OWASP;327;false;false;;Encrypts hard-coded information available in the app;246
OWASP;328;false;false;;weak hash;236
OWASP;330;false;false;;weak randomness;493
OWASP;501;false;false;;sets server-side session attribute: not dynamically verifiable;126
OWASP;614;false;false;;insecure cookie not verifiable;67
OWASP;643;false;false;;Broken testcase - Retrieved values not used at all.;35
juliet;15;false;false;;Broken testcase - Nothing happens with the connection;444
juliet;23;false;false;;not deterministically exploitable: uses random function;12
juliet;23;true;true;MethodExec=true ;null;324
juliet;23;true;true;Jetty=false Tomcat=false Winstone=true ;null;94
juliet;23;true;true;Jetty=true Tomcat=false Winstone=true ;null;14
juliet;36;false;false;;not deterministically exploitable: uses random function;12
juliet;36;true;true;MethodExec=true ;null;324
juliet;36;true;true;Jetty=false Tomcat=false Winstone=true ;null;80
juliet;36;true;true;Jetty=true Tomcat=false Winstone=true ;null;28
